product_id,image_path,colour,design,title,price,fabric,brand,seg_path,design_source
2PBDF25V55ST_999,images/2PBDF25V55ST_999.JPG,maroon,printed,Printed Lawn Shirt,2694,Dobby,Sapphire,images_seg/2PBDF25V55ST_999.png,title
2PBDF25V54ST_999,images/2PBDF25V54ST_999.JPG,black,printed,Printed Lawn Shirt,2094,Dobby,Sapphire,images_seg/2PBDF25V54ST_999.png,title
3PRDF25V487S_999,images/3PRDF25V487S_999.jpg,black,embroidered,Embroidered Lawn Shirt,3745,Lawn,Sapphire,images_seg/3PRDF25V487S_999.png,title
3PRDYS25V61S_999,images/3PRDYS25V61S_999.jpg,black,printed,Printed Cambric Shirt,2094,Cambric,Sapphire,images_seg/3PRDYS25V61S_999.png,title
2PRST25V64ST_999,images/2PRST25V64ST_999.jpg,black,embroidered,Embroidered Dobby Shirt,4194,Dobby,Sapphire,images_seg/2PRST25V64ST_999.png,title
3PCDFW25169S_999,images/3PCDFW25169S_999.jpg,black,printed,Printed Arabic Lawn Shirt,2094,Arabic Lawn,Sapphire,images_seg/3PCDFW25169S_999.png,title
2PRDY25V63ST_999,images/2PRDY25V63ST_999.jpg,black,printed,Printed Blended Lawn Shirt,2094,Lawn Viscose,Sapphire,images_seg/2PRDY25V63ST_999.png,title
3PRDYS25V64S_999,images/3PRDYS25V64S_999.JPG,grey,printed,Printed Cambric Shirt,2094,Cambric,Sapphire,images_seg/3PRDYS25V64S_999.png,title
3PRTS25V234S_999,images/3PRTS25V234S_999.JPG,maroon,embroidered,Embroidered Jacquard Shirt,4194,Extra Weft Jacquard,Sapphire,images_seg/3PRTS25V234S_999.png,title
2STDF25V59ST_999,images/2STDF25V59ST_999.JPG,maroon,printed,Printed Crosshatch Shirt,2245,Cross Hatch,Sapphire,images_seg/2STDF25V59ST_999.png,title
2STESDW25V11_999,images/2STESDW25V11_999.JPG,green,embroidered,Embroidered Lawn Shirt,3294,Textured Lawn,Sapphire,images_seg/2STESDW25V11_999.png,title
0PRESTW25V16_999,images/0PRESTW25V16_999.JPG,yellow,embroidered,Embroidered Arabic Lawn Shirt,2245,Arabic Lawn,Sapphire,images_seg/0PRESTW25V16_999.png,title
2STPRW25V117_999,images/2STPRW25V117_999.JPG,black,printed,Printed Lawn Shirt,2094,Lawn,Sapphire,images_seg/2STPRW25V117_999.png,title
2SDEPRW25V17_999,images/2SDEPRW25V17_999.JPG,brown,printed,Printed Lawn Shirt,2495,Lawn,Sapphire,images_seg/2SDEPRW25V17_999.png,title
2PRD25V430ST_999,images/2PRD25V430ST_999.JPG,yellow,printed,Printed Lawn Shirt,1974,Lawn,Sapphire,images_seg/2PRD25V430ST_999.png,title
3PRDF25V425S_999,images/3PRDF25V425S_999.JPG,blue,printed,Printed Lawn Shirt,1895,Lawn,Sapphire,images_seg/3PRDF25V425S_999.png,title
3PCDFW25V112_999,images/3PCDFW25V112_999.JPG,grey,printed,Printed Lawn Shirt,1794,Lawn,Sapphire,images_seg/3PCDFW25V112_999.png,title
2PRDY25V239S_999,images/2PRDY25V239S_999.JPG,yellow,jacquard,Solid Jacquard Shirt,2694,Arabic Self Jacquard,Sapphire,images_seg/2PRDY25V239S_999.png,title
2PBP4UW2520S_999,images/2PBP4UW2520S_999.JPG,blue,printed,Printed Cambric Shirt,1794,Cambric,Sapphire,images_seg/2PBP4UW2520S_999.png,title
2SEPRW25V114_999,images/2SEPRW25V114_999.JPG,green,printed,Printed Arabic Lawn Shirt,1995,Arabic Lawn,Sapphire,images_seg/2SEPRW25V114_999.png,title
2SEPRW25V113_999,images/2SEPRW25V113_999.JPG,white,printed,Printed Arabic Lawn Shirt,1645,Arabic Lawn,Sapphire,images_seg/2SEPRW25V113_999.png,title
2PRDY25V236S_999,images/2PRDY25V236S_999.JPG,blue,printed,Printed Lawn Shirt,1995,Lawn,Sapphire,images_seg/2PRDY25V236S_999.png,title
003PPRW25V12_999,images/003PPRW25V12_999.JPG,black,printed,Printed Arabic Lawn Shirt,2394,Arabic Lawn,Sapphire,images_seg/003PPRW25V12_999.png,title
2STESDW25V13_999,images/2STESDW25V13_999.JPG,blue,embroidered,Embroidered Lawn Shirt,2994,Textured Lawn,Sapphire,images_seg/2STESDW25V13_999.png,title
2PRDY25V234S_999,images/2PRDY25V234S_999.JPG,white,printed,Printed Lawn Shirt,1995,Lawn,Sapphire,images_seg/2PRDY25V234S_999.png,title
3PBP4UW2530S_999,images/3PBP4UW2530S_999.JPG,black,printed,Printed Lawn Shirt,1554,Lawn,Sapphire,images_seg/3PBP4UW2530S_999.png,title
2PFSTS25V25S_999,images/2PFSTS25V25S_999.JPG,blue,printed,Printed Lycra Shirt,2495,Lycra,Sapphire,images_seg/2PFSTS25V25S_999.png,title
03PCDFW25V18_999,images/03PCDFW25V18_999.JPG,green,embroidered,Embroidered Lawn Shirt,2745,Lawn,Sapphire,images_seg/03PCDFW25V18_999.png,title
3PBP4UW2533S_999,images/3PBP4UW2533S_999.JPG,purple,printed,Printed Lawn Shirt,1794,Lawn,Sapphire,images_seg/3PBP4UW2533S_999.png,title
0PRESTW25V15_999,images/0PRESTW25V15_999.JPG,red,embroidered,Embroidered Arabic Lawn Shirt,2694,Arabic Lawn,Sapphire,images_seg/0PRESTW25V15_999.png,title
03PCDFW25V16_999,images/03PCDFW25V16_999.JPG,green,embroidered,Embroidered Lawn Shirt,3594,Lawn,Sapphire,images_seg/03PCDFW25V16_999.png,title
3PRDYS25V62S_999,images/3PRDYS25V62S_999.JPG,black,printed,Printed Cambric Shirt,1974,Cambric,Sapphire,images_seg/3PRDYS25V62S_999.png,title
3PRSGE25V64S_999,images/3PRSGE25V64S_999.JPG,blue,embroidered,Embroidered Lawn Shirt,4794,Lawn,Sapphire,images_seg/3PRSGE25V64S_999.png,title
3PCDFW25V148_999,images/3PCDFW25V148_999.JPG,pink,printed,Printed Arabic Lawn Shirt,1495,Arabic Lawn,Sapphire,images_seg/3PCDFW25V148_999.png,title
3PCDFW25V149_999,images/3PCDFW25V149_999.JPG,black,printed,Printed Lawn Shirt,1495,Lawn,Sapphire,images_seg/3PCDFW25V149_999.png,title
T3PSLS25V212_999,images/T3PSLS25V212_999.JPG,green,embroidered,3 Piece - Embellished Silk Suit,5495,Blended Grip,Sapphire,images_seg/T3PSLS25V212_999.png,title
3PRDF25V559S_999,images/3PRDF25V559S_999.JPG,black,printed,Printed Zari Lawn Shirt,2245,Zari Lawn,Sapphire,images_seg/3PRDF25V559S_999.png,title
3PRSG25V521S_999,images/3PRSG25V521S_999.JPG,blue,embroidered,Embroidered Lawn Shirt,5094,Lawn,Sapphire,images_seg/3PRSG25V521S_999.png,title
3PCDFW25V139_999,images/3PCDFW25V139_999.JPG,yellow,printed,Printed Lawn Shirt,1495,Lawn,Sapphire,images_seg/3PCDFW25V139_999.png,title
2SEPRW25V110_999,images/2SEPRW25V110_999.JPG,multi,printed,Printed Arabic Lawn Shirt,1645,Arabic Lawn,Sapphire,images_seg/2SEPRW25V110_999.png,title
2STESDW25V18_999,images/2STESDW25V18_999.JPG,beige,embroidered,Embroidered Lawn Shirt,2745,Textured Lawn,Sapphire,images_seg/2STESDW25V18_999.png,title
2PRST25V65ST_999,images/2PRST25V65ST_999.JPG,black,embroidered,Embroidered Dobby Shirt,4794,Dobby,Sapphire,images_seg/2PRST25V65ST_999.png,title
3PCDFW25V117_999,images/3PCDFW25V117_999.JPG,white,printed,Printed Arabic Lawn Shirt,1794,Arabic Lawn,Sapphire,images_seg/3PCDFW25V117_999.png,title
3PRSG25V518S_999,images/3PRSG25V518S_999.JPG,blue,embroidered,Embroidered Lawn Shirt,4245,Lawn,Sapphire,images_seg/3PRSG25V518S_999.png,title
2STPRW25V122_999,images/2STPRW25V122_999.JPG,beige,printed,Printed Lawn Shirt,1974,Lawn,Sapphire,images_seg/2STPRW25V122_999.png,title
T3PSLS25V213_999,images/T3PSLS25V213_999.JPG,green,embroidered,3 Piece - Embellished Silk Suit,7194,Blended Grip,Sapphire,images_seg/T3PSLS25V213_999.png,title
3PCDFW25V164_999,images/3PCDFW25V164_999.JPG,beige,printed,Printed Lawn Shirt,1554,Lawn,Sapphire,images_seg/3PCDFW25V164_999.png,title
2STPRW25V120_999,images/2STPRW25V120_999.JPG,white,printed,Printed Lawn Shirt,1745,Lawn,Sapphire,images_seg/2STPRW25V120_999.png,title
3PCDFW25V116_999,images/3PCDFW25V116_999.JPG,pink,printed,Printed Lawn Shirt,1794,Lawn,Sapphire,images_seg/3PCDFW25V116_999.png,title
0PRSTW25V114_999,images/0PRSTW25V114_999.JPG,grey,printed,Printed Lawn Shirt,1645,Lawn,Sapphire,images_seg/0PRSTW25V114_999.png,title
2STESDW25V15_999,images/2STESDW25V15_999.JPG,beige,embroidered,Embroidered Lawn Shirt,2994,Textured Lawn,Sapphire,images_seg/2STESDW25V15_999.png,title
2SDEPRW25V14_999,images/2SDEPRW25V14_999.JPG,beige,embroidered,Embroidered Lawn Shirt,2745,Lawn,Sapphire,images_seg/2SDEPRW25V14_999.png,title
2PFSTS25V21S_999,images/2PFSTS25V21S_999.JPG,yellow,printed,Printed Lycra Shirt,2995,Lycra,Sapphire,images_seg/2PFSTS25V21S_999.png,title
2PRDY25V64ST_999,images/2PRDY25V64ST_999.JPG,brown,printed,Printed Blended Lawn Shirt,2094,Lawn Viscose,Sapphire,images_seg/2PRDY25V64ST_999.png,title
3PCDFW25V145_999,images/3PCDFW25V145_999.JPG,beige,printed,Printed Arabic Lawn Shirt,1554,Arabic Lawn,Sapphire,images_seg/3PCDFW25V145_999.png,title
2STEPRW25V19_999,images/2STEPRW25V19_999.JPG,white,printed,Printed Arabic Lawn Shirt,1745,Arabic Lawn,Sapphire,images_seg/2STEPRW25V19_999.png,title
3PCDFW25V153_999,images/3PCDFW25V153_999.JPG,blue,printed,Printed Lawn Shirt,1495,Lawn,Sapphire,images_seg/3PCDFW25V153_999.png,title
0PRESTW25V18_999,images/0PRESTW25V18_999.JPG,rust,embroidered,Embroidered Arabic Lawn Shirt,2245,Arabic Lawn,Sapphire,images_seg/0PRESTW25V18_999.png,title
3PRDF25V481S_999,images/3PRDF25V481S_999.JPG,brown,embroidered,Embroidered Lawn Shirt,3245,Lawn,Sapphire,images_seg/3PRDF25V481S_999.png,title
2STD25V512ST_999,images/2STD25V512ST_999.JPG,white,printed,Printed Crosshatch Shirt,1995,Cross Hatch,Sapphire,images_seg/2STD25V512ST_999.png,title
2SEPRW25V112_999,images/2SEPRW25V112_999.JPG,pink,printed,Printed Arabic Lawn Kaftan,1745,Arabic Lawn,Sapphire,images_seg/2SEPRW25V112_999.png,title
2PFSTS25V22S_999,images/2PFSTS25V22S_999.JPG,lilac,printed,Printed Lycra Shirt,2745,Lycra,Sapphire,images_seg/2PFSTS25V22S_999.png,title
T3PSLS25V211_999,images/T3PSLS25V211_999.JPG,brown,embroidered,3 Piece - Embellished Silk Suit,5995,Blended Grip,Sapphire,images_seg/T3PSLS25V211_999.png,title
3PCDFW25V134_999,images/3PCDFW25V134_999.JPG,grey,printed,Printed Lawn Shirt,1794,Lawn,Sapphire,images_seg/3PCDFW25V134_999.png,title
3PRDF25V564S_999,images/3PRDF25V564S_999.JPG,beige,printed,Printed Zari Lawn Shirt,2245,Zari Lawn,Sapphire,images_seg/3PRDF25V564S_999.png,title
3PCDFW25V154_999,images/3PCDFW25V154_999.JPG,beige,printed,Printed Lawn Shirt,1794,Lawn,Sapphire,images_seg/3PCDFW25V154_999.png,title
T3PSLS25V215_999,images/T3PSLS25V215_999.JPG,green,embroidered,3 Piece - Embellished Silk Suit,6594,Blended Grip,Sapphire,images_seg/T3PSLS25V215_999.png,title
3PRSGE25V61S_999,images/3PRSGE25V61S_999.JPG,purple,embroidered,Embroidered Lawn Shirt,4494,Lawn,Sapphire,images_seg/3PRSGE25V61S_999.png,title
2PFSTS25V23S_999,images/2PFSTS25V23S_999.JPG,grey,printed,Printed Lycra Shirt,2745,Lycra,Sapphire,images_seg/2PFSTS25V23S_999.png,title
3PCDFW25166S_999,images/3PCDFW25166S_999.JPG,green,printed,Printed Arabic Lawn Shirt,2094,Arabic Lawn,Sapphire,images_seg/3PCDFW25166S_999.png,title
2PBP4UW2518S_999,images/2PBP4UW2518S_999.JPG,multi,printed,Printed Lawn Shirt,1794,Lawn,Sapphire,images_seg/2PBP4UW2518S_999.png,title
3PRTS25V224S_999,images/3PRTS25V224S_999.JPG,black,jacquard,Jacquard Shirt,4194,Extra Weft Jacquard,Sapphire,images_seg/3PRTS25V224S_999.png,title
2STD25V217ST_999,images/2STD25V217ST_999.JPG,beige,embroidered,Embroidered Crosshatch Shirt,3594,Cross Hatch,Sapphire,images_seg/2STD25V217ST_999.png,title
03PCDFW25V17_999,images/03PCDFW25V17_999.JPG,black,embroidered,Embroidered Lawn Shirt,3294,Lawn,Sapphire,images_seg/03PCDFW25V17_999.png,title
3PCDFW25V162_999,images/3PCDFW25V162_999.JPG,blue,printed,Printed Lawn Shirt,1554,Lawn,Sapphire,images_seg/3PCDFW25V162_999.png,title
3PCDFW25V163_999,images/3PCDFW25V163_999.JPG,grey,printed,Printed Lawn Shirt,1495,Lawn,Sapphire,images_seg/3PCDFW25V163_999.png,title
03PCDFW25V11_999,images/03PCDFW25V11_999.JPG,red,embroidered,Embroidered Lawn Shirt,3294,Lawn,Sapphire,images_seg/03PCDFW25V11_999.png,title
2PBP4UW2516S_999,images/2PBP4UW2516S_999.JPG,green,printed,Printed Lawn Shirt,1554,Lawn,Sapphire,images_seg/2PBP4UW2516S_999.png,title
3PRES25V222S_999,images/3PRES25V222S_999.jpg,blue,printed,Block Printed Lawn Shirt,2995,Lawn,Sapphire,images_seg/3PRES25V222S_999.png,title
3PRSTE25V63S_999,images/3PRSTE25V63S_999.JPG,blue,solid,Solid Lawn Shirt,2245,Lawn,Sapphire,images_seg/3PRSTE25V63S_999.png,title
3PRST25V550S_999,images/3PRST25V550S_999.JPG,blue,jacquard,Jacquard Shirt,2994,Extra Weft Jacquard,Sapphire,images_seg/3PRST25V550S_999.png,title
3PRSG25V525S_999,images/3PRSG25V525S_999.JPG,blue,embroidered,Embroidered Lawn Shirt,2745,Lawn,Sapphire,images_seg/3PRSG25V525S_999.png,title
3PRSTE25V66S_999,images/3PRSTE25V66S_999.JPG,yellow,solid,Solid Lawn Shirt,1995,Lawn,Sapphire,images_seg/3PRSTE25V66S_999.png,title
3PRST25V553S_999,images/3PRST25V553S_999.JPG,purple,jacquard,Jacquard Shirt,2994,Extra Weft Jacquard,Sapphire,images_seg/3PRST25V553S_999.png,title
3PRSG25V532S_999,images/3PRSG25V532S_999.JPG,peach,embroidered,Embroidered Lawn Shirt,2995,Lawn,Sapphire,images_seg/3PRSG25V532S_999.png,title
3PRSTE25V65S_999,images/3PRSTE25V65S_999.JPG,pink,solid,Solid Lawn Shirt,2394,Lawn,Sapphire,images_seg/3PRSTE25V65S_999.png,title
3PRSG25V529S_999,images/3PRSG25V529S_999.JPG,pink,embroidered,Embroidered Lawn Shirt,3495,Lawn,Sapphire,images_seg/3PRSG25V529S_999.png,title
3PRST25V549S_999,images/3PRST25V549S_999.JPG,orange,jacquard,Jacquard Shirt,3294,Extra Weft Jacquard,Sapphire,images_seg/3PRST25V549S_999.png,title
3PRSG25V527S_999,images/3PRSG25V527S_999.JPG,pink,embroidered,Embroidered Lawn Shirt,2995,Lawn,Sapphire,images_seg/3PRSG25V527S_999.png,title
3PESGS25V56S_999,images/3PESGS25V56S_999.jpg,maroon,printed,Printed Lawn Shirt,1895,Lawn,Sapphire,images_seg/3PESGS25V56S_999.png,title
3PRDYS25V51S_999,images/3PRDYS25V51S_999.JPG,green,embroidered,Embroidered Lawn Shirt,2995,Lawn,Sapphire,images_seg/3PRDYS25V51S_999.png,title
3PESGS25V52S_999,images/3PESGS25V52S_999.JPG,blue,embroidered,Embroidered Lawn Shirt,2745,Lawn,Sapphire,images_seg/3PESGS25V52S_999.png,title
00PFFSS25V43_999,images/00PFFSS25V43_999.JPG,beige,embroidered,Embroidered Dobby Shirt,2245,Dobby,Sapphire,images_seg/00PFFSS25V43_999.png,title
3PRST25V548S_999,images/3PRST25V548S_999.JPG,yellow,embroidered,Embroidered Cotton Jacquard Shirt,5995,Cotton Jacquard,Sapphire,images_seg/3PRST25V548S_999.png,title
F3SFLXS25V55_999,images/F3SFLXS25V55_999.JPG,beige,embroidered,3 Piece - Embroidered Cotton Net Suit,9995,Silk Cotton Net,Sapphire,images_seg/F3SFLXS25V55_999.png,title
0FSTLXS25V52_999,images/0FSTLXS25V52_999.JPG,green,embroidered,2 Piece - Embroidered Raw Silk Suit,8995,Viscose Raw Silk,Sapphire,images_seg/0FSTLXS25V52_999.png,title
3PRST25V533S_999,images/3PRST25V533S_999.JPG,green,embroidered,Embroidered Dobby Shirt,5394,Dobby,Sapphire,images_seg/3PRST25V533S_999.png,title
3PRST25V539S_999,images/3PRST25V539S_999.JPG,green,embroidered,Embroidered Dobby Shirt,5394,Dobby,Sapphire,images_seg/3PRST25V539S_999.png,title
3PRDF25V554S_999,images/3PRDF25V554S_999.JPG,green,embroidered,Embroidered Lawn Shirt,4245,Lawn,Sapphire,images_seg/3PRDF25V554S_999.png,title
3PRDF25V551S_999,images/3PRDF25V551S_999.JPG,beige,embroidered,Embroidered Lawn Shirt,3745,Lawn,Sapphire,images_seg/3PRDF25V551S_999.png,title
2STD25V529ST_999,images/2STD25V529ST_999.JPG,multi,printed,Printed Crosshatch Shirt,2495,Cross Hatch,Sapphire,images_seg/2STD25V529ST_999.png,title
3PRDF25V536S_999,images/3PRDF25V536S_999.JPG,black,printed,Printed Lawn Shirt,2394,Lawn,Sapphire,images_seg/3PRDF25V536S_999.png,title
3PRDF25V550S_999,images/3PRDF25V550S_999.JPG,blue,embroidered,Embroidered Lawn Shirt,4494,Lawn,Sapphire,images_seg/3PRDF25V550S_999.png,title
2PBST25V55ST_999,images/2PBST25V55ST_999.JPG,black,embroidered,Embroidered Cotton Viscose Shirt,2994,Cotton Viscose,Sapphire,images_seg/2PBST25V55ST_999.png,title
3PRDF25V533S_999,images/3PRDF25V533S_999.JPG,blue,printed,Printed Lawn Shirt,1995,Lawn,Sapphire,images_seg/3PRDF25V533S_999.png,title
3PRST25V511S_999,images/3PRST25V511S_999.JPG,pink,embroidered,Embroidered Dobby Shirt,4794,Dobby,Sapphire,images_seg/3PRST25V511S_999.png,title
2PFST25V57ST_999,images/2PFST25V57ST_999.JPG,black,printed,Printed Lawn Shirt,2094,Lawn,Sapphire,images_seg/2PFST25V57ST_999.png,title
3PRSTS25V54S_999,images/3PRSTS25V54S_999.JPG,brown,embroidered,Embroidered Dobby Shirt,4995,Dobby,Sapphire,images_seg/3PRSTS25V54S_999.png,title
3PRDF25V473S_999,images/3PRDF25V473S_999.JPG,green,embroidered,Embroidered Lawn Shirt,1797,Textured Lawn,Sapphire,images_seg/3PRDF25V473S_999.png,title
2STD25V526ST_999,images/2STD25V526ST_999.JPG,black,printed,Printed Crosshatch Shirt,3294,Cross Hatch,Sapphire,images_seg/2STD25V526ST_999.png,title
2PFST25V56ST_999,images/2PFST25V56ST_999.JPG,white,printed,Printed Lawn Shirt,1974,Lawn,Sapphire,images_seg/2PFST25V56ST_999.png,title
3PRDF25V549S_999,images/3PRDF25V549S_999.JPG,brown,embroidered,Embroidered Lawn Shirt,2547,Lawn,Sapphire,images_seg/3PRDF25V549S_999.png,title
2PFST25V51ST_999,images/2PFST25V51ST_999.JPG,blue,printed,Printed Lawn Shirt,2394,Lawn,Sapphire,images_seg/2PFST25V51ST_999.png,title
2STD25V532ST_999,images/2STD25V532ST_999.JPG,multi,printed,Printed Crosshatch Shirt,1745,Cross Hatch,Sapphire,images_seg/2STD25V532ST_999.png,title
3PRDF25V476S_999,images/3PRDF25V476S_999.JPG,white,embroidered,Embroidered Lawn Shirt,3495,Textured Lawn,Sapphire,images_seg/3PRDF25V476S_999.png,title
2PBST25V54ST_999,images/2PBST25V54ST_999.JPG,blue,embroidered,Embroidered Cotton Viscose Shirt,2694,Cotton Viscose,Sapphire,images_seg/2PBST25V54ST_999.png,title
2STD25V530ST_999,images/2STD25V530ST_999.JPG,black,printed,Printed Crosshatch Shirt,2394,Cross Hatch,Sapphire,images_seg/2STD25V530ST_999.png,title
3PRDF25V475S_999,images/3PRDF25V475S_999.JPG,green,embroidered,Embroidered Lawn Shirt,2995,Textured Lawn,Sapphire,images_seg/3PRDF25V475S_999.png,title
2STD25V528ST_999,images/2STD25V528ST_999.JPG,multi,printed,Printed Crosshatch Shirt,2745,Cross Hatch,Sapphire,images_seg/2STD25V528ST_999.png,title
3PRSGS25V53S_999,images/3PRSGS25V53S_999.JPG,maroon,printed,Printed Lawn Shirt,2245,Lawn,Sapphire,images_seg/3PRSGS25V53S_999.png,title
3PRDF25V540S_999,images/3PRDF25V540S_999.JPG,yellow,printed,Printed Lawn Shirt,2394,Lawn,Sapphire,images_seg/3PRDF25V540S_999.png,title
2STD25V525ST_999,images/2STD25V525ST_999.JPG,pink,printed,Printed Crosshatch Shirt,1497,Cross Hatch,Sapphire,images_seg/2STD25V525ST_999.png,title
2PBST25V56ST_999,images/2PBST25V56ST_999.JPG,beige,embroidered,Embroidered Cotton Viscose Shirt,2245,Cotton Viscose,Sapphire,images_seg/2PBST25V56ST_999.png,title
2PBD25V428ST_999,images/2PBD25V428ST_999.JPG,pink,printed,Printed Arabic Lawn Shirt,2245,Arabic Lawn,Sapphire,images_seg/2PBD25V428ST_999.png,title
2PRD25V410ST_999,images/2PRD25V410ST_999.JPG,blue,printed,Printed Lawn Shirt,1995,Textured Lawn,Sapphire,images_seg/2PRD25V410ST_999.png,title
2GDDS25V12ST_999,images/2GDDS25V12ST_999.JPG,green,jacquard,Solid Dobby Shirt,1295,Dobby,Sapphire,images_seg/2GDDS25V12ST_999.png,title
03PBD25V415S_999,images/03PBD25V415S_999.JPG,beige,embroidered,Embroidered Dobby Shirt,2694,Dobby,Sapphire,images_seg/03PBD25V415S_999.png,title
2PRD25V415ST_999,images/2PRD25V415ST_999.JPG,green,printed,Printed Lawn Shirt,1794,Textured Lawn,Sapphire,images_seg/2PRD25V415ST_999.png,title
3PRDYS25V41S_999,images/3PRDYS25V41S_999.JPG,black,printed,Printed Crosshatch Shirt,2694,Cross Hatch,Sapphire,images_seg/3PRDYS25V41S_999.png,title
3PRDYS25V46S_999,images/3PRDYS25V46S_999.JPG,maroon,printed,Printed Crosshatch Shirt,2694,Cross Hatch,Sapphire,images_seg/3PRDYS25V46S_999.png,title
3PRDYS25V43S_999,images/3PRDYS25V43S_999.JPG,yellow,printed,Printed Crosshatch Shirt,2694,Cross Hatch,Sapphire,images_seg/3PRDYS25V43S_999.png,title
03PBDS25V44S_999,images/03PBDS25V44S_999.JPG,brown,printed,Printed Lawn Shirt,1495,Lawn,Sapphire,images_seg/03PBDS25V44S_999.png,title
2PRD25V413ST_999,images/2PRD25V413ST_999.JPG,orange,printed,Printed Lawn Shirt,1995,Textured Lawn,Sapphire,images_seg/2PRD25V413ST_999.png,title
3PBP4UW2543S_999,images/3PBP4UW2543S_999.JPG,green,printed,Printed Lawn Shirt,1674,Lawn,Sapphire,images_seg/3PBP4UW2543S_999.png,title
3PRDYS25V47S_999,images/3PRDYS25V47S_999.JPG,pink,printed,Printed Crosshatch Shirt,2245,Cross Hatch,Sapphire,images_seg/3PRDYS25V47S_999.png,title
3PRDS25V423S_999,images/3PRDS25V423S_999.JPG,blue,embroidered,Embroidered Crosshatch Shirt,3594,Cross Hatch,Sapphire,images_seg/3PRDS25V423S_999.png,title
3PRDS25V417S_999,images/3PRDS25V417S_999.JPG,black,embroidered,Embroidered Crosshatch Shirt,3894,Cross Hatch,Sapphire,images_seg/3PRDS25V417S_999.png,title
3PRST25V412T_999,images/3PRST25V412T_999.JPG,yellow,embroidered,Embroidered Cambric Culottes,1495,Cambric,Sapphire,images_seg/3PRST25V412T_999.png,title
2STD25V415ST_999,images/2STD25V415ST_999.JPG,pink,jacquard,Solid Dobby Shirt,2994,Dobby,Sapphire,images_seg/2STD25V415ST_999.png,title
3PRDF25V216S_999,images/3PRDF25V216S_999.JPG,pink,printed,Printed Lawn Shirt,2745,Textured Lawn,Sapphire,images_seg/3PRDF25V216S_999.png,title
3PRDF25V218S_999,images/3PRDF25V218S_999.JPG,multi,embroidered,Embroidered Lawn Shirt,2745,Lawn,Sapphire,images_seg/3PRDF25V218S_999.png,title
3PRDF25V220S_999,images/3PRDF25V220S_999.JPG,yellow,embroidered,Embroidered Lawn Shirt,2745,Lawn,Sapphire,images_seg/3PRDF25V220S_999.png,title
2PBD25V419ST_999,images/2PBD25V419ST_999.JPG,multi,printed,Printed Lawn Shirt,1495,Lawn,Sapphire,images_seg/2PBD25V419ST_999.png,title
3PRDFW25V27S_999,images/3PRDFW25V27S_999.JPG,blue,embroidered,Embroidered Lawn Shirt,2745,Lawn,Sapphire,images_seg/3PRDFW25V27S_999.png,title
3PRDF25V215S_999,images/3PRDF25V215S_999.JPG,blue,embroidered,Embroidered Lawn Shirt,3245,Lawn,Sapphire,images_seg/3PRDF25V215S_999.png,title
3PREY25V115S_999,images/3PREY25V115S_999.JPG,purple,embroidered,Embroidered Lawn Shirt,1995,Lawn,Sapphire,images_seg/3PREY25V115S_999.png,title
2PBD25V422ST_999,images/2PBD25V422ST_999.JPG,orange,printed,Printed Lawn Shirt,1495,Lawn,Sapphire,images_seg/2PBD25V422ST_999.png,title
3PRDF25V213S_999,images/3PRDF25V213S_999.JPG,green,embroidered,Embroidered Lawn Shirt,2995,Lawn,Sapphire,images_seg/3PRDF25V213S_999.png,title
2PBD25V423ST_999,images/2PBD25V423ST_999.JPG,green,printed,Printed Lawn Shirt,1794,Lawn,Sapphire,images_seg/2PBD25V423ST_999.png,title
3PRDF25V212S_999,images/3PRDF25V212S_999.JPG,maroon,embroidered,Embroidered Lawn Shirt,2995,Lawn,Sapphire,images_seg/3PRDF25V212S_999.png,title
3PRDY25V121S_999,images/3PRDY25V121S_999.JPG,green,embroidered,Embroidered Lawn Shirt,1995,Lawn,Sapphire,images_seg/3PRDY25V121S_999.png,title
3PRDYE25V26S_999,images/3PRDYE25V26S_999.JPG,green,printed,Printed Lawn Shirt,1995,Textured Lawn,Sapphire,images_seg/3PRDYE25V26S_999.png,title
2STD25V310ST_999,images/2STD25V310ST_999.JPG,white,embroidered,Embroidered Dobby Shirt,5394,Dobby,Sapphire,images_seg/2STD25V310ST_999.png,title
2PBDD25V43ST_999,images/2PBDD25V43ST_999.JPG,beige,printed,Printed Arabic Lawn Shirt,1895,Arabic Lawn,Sapphire,images_seg/2PBDD25V43ST_999.png,title
3PRDF25V334S_999,images/3PRDF25V334S_999.JPG,orange,embroidered,Embroidered Dobby Shirt,3745,Dobby,Sapphire,images_seg/3PRDF25V334S_999.png,title
3PRDF25V333S_999,images/3PRDF25V333S_999.JPG,black,embroidered,Embroidered Dobby Shirt,4194,Dobby,Sapphire,images_seg/3PRDF25V333S_999.png,title
03PRYS25V42S_999,images/03PRYS25V42S_999.JPG,black,embroidered,Embroidered Lawn Shirt,3294,Textured Lawn,Sapphire,images_seg/03PRYS25V42S_999.png,title
3PRDS25V415S_999,images/3PRDS25V415S_999.JPG,orange,jacquard,Printed Dobby Shirt,2274,Dobby,Sapphire,images_seg/3PRDS25V415S_999.png,title
3PESGS25V41S_999,images/3PESGS25V41S_999.JPG,brown,embroidered,Embroidered Fancy Cotton Shirt,3995,Fancy Cotton,Sapphire,images_seg/3PESGS25V41S_999.png,title
2PBST25V42ST_999,images/2PBST25V42ST_999.JPG,blue,embroidered,Embroidered Lawn Shirt,2694,Lawn,Sapphire,images_seg/2PBST25V42ST_999.png,title
